순번,모펀드,모펀드명,설정해지구분,투자비율,종류형모펀드,종류형모펀드명,종류형자펀드,종류형자펀드명,최종모펀드,종류형모펀드_k,종류형자펀드_l,최종모부재,종류형모부재,종류형자부재,실질최종모펀드,최종모펀드명
1,02X66,한국투자중기채증권모투자신탁(채권),공통,100,04D11,한국투자퇴직연금증권자투자신탁1호(채권)(모),02X77,한국투자퇴직연금증권자투자신탁1호(채권)(C),02X66,04D11,02X77,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
2,02X66,한국투자중기채증권모투자신탁(채권),,,04D11,,04D36,한국투자퇴직연금증권자투자신탁1호(채권)(C-J),02X66,04D11,04D36,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
3,02X66,한국투자중기채증권모투자신탁(채권),,,04D11,,05K17,한국투자퇴직연금증권자투자신탁1호(채권)(C-e),02X66,04D11,05K17,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
4,02X66,한국투자중기채증권모투자신탁(채권),,,04D11,,07P22,한국투자퇴직연금증권자투자신탁1호(채권)(C-I),02X66,04D11,07P22,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
5,02X66,한국투자중기채증권모투자신탁(채권),설정,60,04D13,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(모),04D27,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-F),02X66,04D13,04D27,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
6,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,04Z89,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C),02X66,04D13,04Z89,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
7,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05K10,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-e),02X66,04D13,05K10,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
8,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05N97,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-J),02X66,04D13,05N97,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
9,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05Z19,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(S-R),02X66,04D13,05Z19,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
10,02X66,한국투자중기채증권모투자신탁(채권),해지,60,04D13,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(모),04D27,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-F),02X66,04D13,04D27,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
11,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,04Z89,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C),02X66,04D13,04Z89,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
12,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05K10,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-e),02X66,04D13,05K10,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
13,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05N97,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(C-J),02X66,04D13,05N97,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
14,02X66,한국투자중기채증권모투자신탁(채권),,,04D13,,05Z19,한국투자퇴직연금한국의힘40증권자투자신탁1호(채권혼합)(S-R),02X66,04D13,05Z19,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
15,02X66,한국투자중기채증권모투자신탁(채권),공통,60,04D15,한국투자퇴직연금마이스터40증권자투자신탁1호(채권혼합)(모),04881,한국투자퇴직연금마이스터40증권자투자신탁1호(채권혼합)(C),02X66,04D15,04881,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
16,02X66,한국투자중기채증권모투자신탁(채권),,,04D15,,04D33,한국투자퇴직연금마이스터40증권자투자신탁1호(채권혼합)(C-F),02X66,04D15,04D33,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
17,02X66,한국투자중기채증권모투자신탁(채권),,,04D15,,05K16,한국투자퇴직연금마이스터40증권자투자신탁1호(채권혼합)(C-e),02X66,04D15,05K16,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
18,02X66,한국투자중기채증권모투자신탁(채권),,60.5,04N22,한국투자퇴직연금롱텀밸류40증권자투자신탁1호(채권혼합)(모),03V22,한국투자퇴직연금롱텀밸류40증권자투자신탁1호(채권혼합)(C-J),02X66,04N22,03V22,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
19,02X66,한국투자중기채증권모투자신탁(채권),,,04N22,,04Z93,한국투자퇴직연금롱텀밸류40증권자투자신탁1호(채권혼합)(C),02X66,04N22,04Z93,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
20,02X66,한국투자중기채증권모투자신탁(채권),,,04N22,,05K12,한국투자퇴직연금롱텀밸류40증권자투자신탁1호(채권혼합)(C-e),02X66,04N22,05K12,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
21,02X66,한국투자중기채증권모투자신탁(채권),,,05A98,한국투자퇴직연금중소밸류40증권자투자신탁1호(채권혼합)(모),04Z91,한국투자퇴직연금중소밸류40증권자투자신탁1호(채권혼합)(C),02X66,05A98,04Z91,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
22,02X66,한국투자중기채증권모투자신탁(채권),,,05A98,,05A99,한국투자퇴직연금중소밸류40증권자투자신탁1호(채권혼합)(C-J),02X66,05A98,05A99,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
23,02X66,한국투자중기채증권모투자신탁(채권),,,05A98,,05K13,한국투자퇴직연금중소밸류40증권자투자신탁1호(채권혼합)(C-e),02X66,05A98,05K13,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
24,02X66,한국투자중기채증권모투자신탁(채권),,0,05K08,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁1호(채권혼합)(모),04Z79,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁1호(채권혼합)(C),02X66,05K08,04Z79,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
25,02X66,한국투자중기채증권모투자신탁(채권),,,05K08,,05K09,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁1호(채권혼합)(C-e),02X66,05K08,05K09,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
26,02X66,한국투자중기채증권모투자신탁(채권),,95,20108,한국투자퇴직연금엄브렐러LCF증권전환형자투자신탁1호(채권혼합),,,02X66,20108,,X,X,X,02X66,한국투자중기채증권모투자신탁(채권)
27,02X69,한국투자장기채증권모투자신탁(국공채),공통,70.5,04A70,한국투자퇴직연금LCF2010증권자투자신탁1호(채권혼합),,,02X69,04A70,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
28,02X69,한국투자장기채증권모투자신탁(국공채),,,04B56,한국투자퇴직연금LCF2030증권자투자신탁1호(채권혼합),,,02X69,04B56,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
29,02X69,한국투자장기채증권모투자신탁(국공채),,0,04B72,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁3호(채권혼합),,,02X69,04B72,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
30,02X69,한국투자장기채증권모투자신탁(국공채),,,04B83,한국투자퇴직연금LCF2015증권자투자신탁2호(채권혼합),,,02X69,04B83,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
31,02X69,한국투자장기채증권모투자신탁(국공채),,,04B84,한국투자퇴직연금LCF2025증권자투자신탁2호(채권혼합),,,02X69,04B84,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
32,02X69,한국투자장기채증권모투자신탁(국공채),설정,53,04D53,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(모),04D54,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(C),02X69,04D53,04D54,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
33,02X69,한국투자장기채증권모투자신탁(국공채),,,04D53,,04D58,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(C-e),02X69,04D53,04D58,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
34,02X69,한국투자장기채증권모투자신탁(국공채),,,04D53,,04D67,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(S-T),02X69,04D53,04D67,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
35,02X69,한국투자장기채증권모투자신탁(국공채),해지,53,04D53,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(모),04D54,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(C),02X69,04D53,04D54,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
36,02X69,한국투자장기채증권모투자신탁(국공채),,,04D53,,04D58,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(C-e),02X69,04D53,04D58,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
37,02X69,한국투자장기채증권모투자신탁(국공채),,,04D53,,04D67,한국투자K-wave소득공제증권전환형자투자신탁(채권혼합)(S-T),02X69,04D53,04D67,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
38,02X69,한국투자장기채증권모투자신탁(국공채),공통,80.5,04Z83,한국투자퇴직연금롱텀밸류20증권자투자신탁3호(채권혼합),,,02X69,04Z83,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
39,02X69,한국투자장기채증권모투자신탁(국공채),,,04Z87,한국투자퇴직연금LCF40-50증권자투자신탁1호(채권혼합),,,02X69,04Z87,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
40,02X69,한국투자장기채증권모투자신탁(국공채),,60.5,04Z90,한국투자퇴직연금LCF2010증권자투자신탁2호(채권혼합),,,02X69,04Z90,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
41,02X69,한국투자장기채증권모투자신탁(국공채),,90.5,04Z92,한국투자퇴직연금LCF50-60증권자투자신탁1호(채권혼합),,,02X69,04Z92,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
42,02X69,한국투자장기채증권모투자신탁(국공채),,70.5,04Z95,한국투자퇴직연금LCF2020증권자투자신탁1호(채권혼합),,,02X69,04Z95,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
43,02X69,한국투자장기채증권모투자신탁(국공채),,64,05A34,한국투자퇴직연금베트남그로스40증권자투자신탁(채권혼합)(모),05A36,한국투자퇴직연금베트남그로스40증권자투자신탁(채권혼합)(C),02X69,05A34,05A36,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
44,02X69,한국투자장기채증권모투자신탁(국공채),,,05A34,,05M31,한국투자퇴직연금베트남그로스40증권자투자신탁(채권혼합)(C-e),02X69,05A34,05M31,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
45,02X69,한국투자장기채증권모투자신탁(국공채),,,05A34,,05Z18,한국투자퇴직연금베트남그로스40증권자투자신탁(채권혼합)(S-R),02X69,05A34,05Z18,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
46,02X69,한국투자장기채증권모투자신탁(국공채),,100,05F90,한국투자장기채증권자투자신탁(국공채)(모),05F91,한국투자장기채증권자투자신탁(국공채)(C-R),02X69,05F90,05F91,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
47,02X69,한국투자장기채증권모투자신탁(국공채),,,05F90,,05M28,한국투자장기채증권자투자신탁(국공채)(C-Re),02X69,05F90,05M28,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
48,02X69,한국투자장기채증권모투자신탁(국공채),,,05K02,한국투자퇴직연금증권자투자신탁1호(국공채)(모),02X67,한국투자퇴직연금증권자투자신탁1호(국공채)(C),02X69,05K02,02X67,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
49,02X69,한국투자장기채증권모투자신탁(국공채),,,05K02,,05K03,한국투자퇴직연금증권자투자신탁1호(국공채)(C-e),02X69,05K02,05K03,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
50,02X69,한국투자장기채증권모투자신탁(국공채),,,05K02,,05Z08,한국투자퇴직연금증권자투자신탁1호(국공채)(S-R),02X69,05K02,05Z08,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
51,02X69,한국투자장기채증권모투자신탁(국공채),,60.5,05K05,한국투자퇴직연금롱텀밸류40증권자투자신탁2호(채권혼합)(모),04Z73,한국투자퇴직연금롱텀밸류40증권자투자신탁2호(채권혼합)(C),02X69,05K05,04Z73,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
52,02X69,한국투자장기채증권모투자신탁(국공채),,,05K05,,05K06,한국투자퇴직연금롱텀밸류40증권자투자신탁2호(채권혼합)(C-e),02X69,05K05,05K06,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
53,02X69,한국투자장기채증권모투자신탁(국공채),,90.5,05M11,한국투자퇴직연금롱텀밸류10증권자투자신탁1호(채권혼합)(모),04A06,한국투자퇴직연금롱텀밸류10증권자투자신탁1호(채권혼합)(C),02X69,05M11,04A06,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
54,02X69,한국투자장기채증권모투자신탁(국공채),,,05M11,,05M12,한국투자퇴직연금롱텀밸류10증권자투자신탁1호(채권혼합)(C-e),02X69,05M11,05M12,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
55,02X69,한국투자장기채증권모투자신탁(국공채),,0,05M14,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁2호(채권혼합)(모),04A11,한국투자퇴직연금KOSPI200인덱스40증권자투자신탁2호(채권혼합)(C),02X69,05M14,04A11,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
56,02X69,한국투자장기채증권모투자신탁(국공채),,60.5,05M17,한국투자퇴직연금롱텀밸류40증권자투자신탁4호(채권혼합)(모),04Z84,한국투자퇴직연금롱텀밸류40증권자투자신탁4호(채권혼합)(C),02X69,05M17,04Z84,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
57,02X69,한국투자장기채증권모투자신탁(국공채),,70.5,05M20,한국투자퇴직연금롱텀밸류30증권자투자신탁1호(채권혼합)(모),04Z85,한국투자퇴직연금롱텀밸류30증권자투자신탁1호(채권혼합)(C),02X69,05M20,04Z85,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
58,02X69,한국투자장기채증권모투자신탁(국공채),,,05M23,한국투자퇴직연금LCF20-30증권자투자신탁1호(채권혼합)(모),04Z86,한국투자퇴직연금LCF20-30증권자투자신탁1호(채권혼합)(C),02X69,05M23,04Z86,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
59,02X69,한국투자장기채증권모투자신탁(국공채),,,05M23,,05M24,한국투자퇴직연금LCF20-30증권자투자신탁1호(채권혼합)(C-e),02X69,05M23,05M24,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
60,02X69,한국투자장기채증권모투자신탁(국공채),,61,05M26,한국투자퇴직연금마이스터40증권자투자신탁2호(국공채혼합)(모),05F65,한국투자퇴직연금마이스터40증권자투자신탁2호(국공채혼합)(C),02X69,05M26,05F65,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
61,02X69,한국투자장기채증권모투자신탁(국공채),,0,05M46,한국투자퇴직연금삼성그룹40증권자투자신탁1호(채권혼합)(모),05M47,한국투자퇴직연금삼성그룹40증권자투자신탁1호(채권혼합)(C-e),02X69,05M46,05M47,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
62,02X69,한국투자장기채증권모투자신탁(국공채),,,05M46,,20089,한국투자퇴직연금삼성그룹40증권자투자신탁1호(채권혼합)(C),02X69,05M46,20089,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
63,02X69,한국투자장기채증권모투자신탁(국공채),,55,05W74,한국투자중기우량채증권자투자신탁(채권)(모),05W75,한국투자중기우량채증권자투자신탁(채권)(A),02X69,05W74,05W75,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
64,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W76,한국투자중기우량채증권자투자신탁(채권)(A-e),02X69,05W74,05W76,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
65,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W78,한국투자중기우량채증권자투자신탁(채권)(C),02X69,05W74,05W78,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
66,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W79,한국투자중기우량채증권자투자신탁(채권)(C-e),02X69,05W74,05W79,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
67,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W80,한국투자중기우량채증권자투자신탁(채권)(C-F),02X69,05W74,05W80,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
68,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W84,한국투자중기우량채증권자투자신탁(채권)(C-R),02X69,05W74,05W84,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
69,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W85,한국투자중기우량채증권자투자신탁(채권)(C-Re),02X69,05W74,05W85,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
70,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W87,한국투자중기우량채증권자투자신탁(채권)(S),02X69,05W74,05W87,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
71,02X69,한국투자장기채증권모투자신탁(국공채),,,05W74,,05W88,한국투자중기우량채증권자투자신탁(채권)(S-P),02X69,05W74,05W88,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
72,02X69,한국투자장기채증권모투자신탁(국공채),,67,05X99,한국투자퇴직연금글로벌브랜드파워40증권자투자신탁(채권혼합)(모),05M32,한국투자퇴직연금글로벌브랜드파워40증권자투자신탁(채권혼합)(C-e),02X69,05X99,05M32,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
73,02X69,한국투자장기채증권모투자신탁(국공채),,,05X99,,05Y01,한국투자퇴직연금글로벌브랜드파워40증권자투자신탁(채권혼합)(C),02X69,05X99,05Y01,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
74,02X69,한국투자장기채증권모투자신탁(국공채),,100,10130,한국투자퇴직연금엄브렐러LCF증권전환형자투자신탁1호(국공채),,,02X69,10130,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
75,02X69,한국투자장기채증권모투자신탁(국공채),,0,20104,한국투자퇴직연금엄브렐러LCF인덱스10증권전환형자투자신탁1호(채권혼합),,,02X69,20104,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
76,02X69,한국투자장기채증권모투자신탁(국공채),,,20105,한국투자퇴직연금엄브렐러LCF인덱스20증권전환형자투자신탁1호(채권혼합),,,02X69,20105,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
77,02X69,한국투자장기채증권모투자신탁(국공채),,,20106,한국투자퇴직연금엄브렐러LCF인덱스30증권전환형자투자신탁1호(채권혼합),,,02X69,20106,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
78,02X69,한국투자장기채증권모투자신탁(국공채),,,20107,한국투자퇴직연금엄브렐러LCF인덱스40증권전환형자투자신탁1호(채권혼합),,,02X69,20107,,X,X,X,02X69,한국투자장기채증권모투자신탁(국공채)
79,03V64,한국투자배당리더40증권모투자신탁(채권혼합),공통,100,05A15,한국투자퇴직연금배당리더40증권자투자신탁(채권혼합)(모),05A17,한국투자퇴직연금배당리더40증권자투자신탁(채권혼합)(C),03V64,05A15,05A17,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
80,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,한국투자배당리더40증권자투자신탁(채권혼합)(모),05A24,한국투자배당리더40증권자투자신탁(채권혼합)(A),03V64,05A22,05A24,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
81,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,,05A25,한국투자배당리더40증권자투자신탁(채권혼합)(A-e),03V64,05A22,05A25,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
82,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,,05A26,한국투자배당리더40증권자투자신탁(채권혼합)(C),03V64,05A22,05A26,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
83,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,,05A27,한국투자배당리더40증권자투자신탁(채권혼합)(C-e),03V64,05A22,05A27,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
84,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,,05A32,한국투자배당리더40증권자투자신탁(채권혼합)(S),03V64,05A22,05A32,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
85,03V64,한국투자배당리더40증권모투자신탁(채권혼합),,,05A22,,05A33,한국투자배당리더40증권자투자신탁(채권혼합)(S-P),03V64,05A22,05A33,X,X,X,03V64,한국투자배당리더40증권모투자신탁(채권혼합)
86,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),공통,100,02V88,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(모),05A95,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-F),03V90,02V88,05A95,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
87,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05M44,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(A-e),03V90,02V88,05M44,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
88,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q01,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-R),03V90,02V88,05Q01,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
89,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q02,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-W),03V90,02V88,05Q02,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
90,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q77,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-Re),03V90,02V88,05Q77,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
91,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q89,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(S-P),03V90,02V88,05Q89,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
92,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q90,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-P),03V90,02V88,05Q90,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
93,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Q91,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-Pe),03V90,02V88,05Q91,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
94,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05V18,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-G),03V90,02V88,05V18,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
95,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,05Z17,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(S-R),03V90,02V88,05Z17,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
96,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,06G16,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(S),03V90,02V88,06G16,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
97,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,07P18,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(A1),03V90,02V88,07P18,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
98,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,10100,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(A),03V90,02V88,10100,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
99,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,10101,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C),03V90,02V88,10101,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
100,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,02V88,,10102,한국투자크레딧포커스ESG증권자투자신탁1호(채권)(C-e),03V90,02V88,10102,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
101,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,33,05W74,한국투자중기우량채증권자투자신탁(채권)(모),05W75,한국투자중기우량채증권자투자신탁(채권)(A),03V90,05W74,05W75,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
102,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W76,한국투자중기우량채증권자투자신탁(채권)(A-e),03V90,05W74,05W76,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
103,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W78,한국투자중기우량채증권자투자신탁(채권)(C),03V90,05W74,05W78,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
104,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W79,한국투자중기우량채증권자투자신탁(채권)(C-e),03V90,05W74,05W79,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
105,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W80,한국투자중기우량채증권자투자신탁(채권)(C-F),03V90,05W74,05W80,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
106,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W84,한국투자중기우량채증권자투자신탁(채권)(C-R),03V90,05W74,05W84,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
107,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W85,한국투자중기우량채증권자투자신탁(채권)(C-Re),03V90,05W74,05W85,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
108,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W87,한국투자중기우량채증권자투자신탁(채권)(S),03V90,05W74,05W87,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
109,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,05W74,,05W88,한국투자중기우량채증권자투자신탁(채권)(S-P),03V90,05W74,05W88,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
110,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,0,07B50,한국투자미국배당귀족증권자투자신탁(채권혼합)(모),07B51,한국투자미국배당귀족증권자투자신탁(채권혼합)(A),03V90,07B50,07B51,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
111,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B52,한국투자미국배당귀족증권자투자신탁(채권혼합)(A-e),03V90,07B50,07B52,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
